ApsimVersion = 7.10
Title = BC38
           Date          bd(1) paddock.soybean.yield paddock.maize.yield          sw(1)  biochar_bd(1)          oc(1) paddock.soybean.biomass paddock.maize.biomass paddock.soybean.yield paddock.maize.yield         stover paddock.soybean.lai paddock.maize.lai          bd(1)         dul(1)         sat(1)          sw(1)          ph(1)          oc_15          pH_15   corn_yield15
   (dd/mm/yyyy)       (g/cm^3)               (kg/ha)             (kg/ha)        (mm/mm)             ()            (%)                 (kg/ha)               (kg/ha)               (kg/ha)             (kg/ha)        (kg/ha)           (m^2/m^2)           (m2/m2)       (g/cm^3)        (mm/mm)        (mm/mm)        (mm/mm)           (pH)             ()             ()             ()
     31/12/2007          1.650                   0.0                 0.0          0.272          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.272          5.700          1.300          5.700          0.000
     01/01/2008          1.650                   0.0                 0.0          0.272          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.272          5.700          1.300          5.700          0.000
     02/01/2008          1.650                   0.0                 0.0          0.271          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.300          5.700          0.000
     03/01/2008          1.650                   0.0                 0.0          0.270          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.270          5.700          1.300          5.700          0.000
     04/01/2008          1.650                   0.0                 0.0          0.269          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.269          5.700          1.300          5.700          0.000
     05/01/2008          1.650                   0.0                 0.0          0.268          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.268          5.700          1.300          5.700          0.000
     06/01/2008          1.650                   0.0                 0.0          0.266          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.266          5.700          1.300          5.700          0.000
     07/01/2008          1.650                   0.0                 0.0          0.268          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.268          5.700          1.300          5.700          0.000
     08/01/2008          1.650                   0.0                 0.0          0.267          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.267          5.700          1.300          5.700          0.000
     09/01/2008          1.650                   0.0                 0.0          0.266          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.266          5.700          1.300          5.700          0.000
     10/01/2008          1.650                   0.0                 0.0          0.265          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.265          5.700          1.300          5.700          0.000
     11/01/2008          1.650                   0.0                 0.0          0.265          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.265          5.700          1.300          5.700          0.000
     12/01/2008          1.650                   0.0                 0.0          0.267          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.267          5.700          1.300          5.700          0.000
     13/01/2008          1.650                   0.0                 0.0          0.267          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.267          5.700          1.300          5.700          0.000
     14/01/2008          1.650                   0.0                 0.0          0.266          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.266          5.700          1.300          5.700          0.000
     15/01/2008          1.650                   0.0                 0.0          0.266          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.266          5.700          1.300          5.700          0.000
     16/01/2008          1.650                   0.0                 0.0          0.266          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.266          5.700          1.300          5.700          0.000
     17/01/2008          1.650                   0.0                 0.0          0.277          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.277          5.700          1.300          5.700          0.000
     18/01/2008          1.650                   0.0                 0.0          0.274          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.274          5.700          1.300          5.700          0.000
     19/01/2008          1.650                   0.0                 0.0          0.273          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.273          5.700          1.300          5.700          0.000
     20/01/2008          1.650                   0.0                 0.0          0.272          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.272          5.700          1.300          5.700          0.000
     21/01/2008          1.650                   0.0                 0.0          0.284          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.284          5.700          1.300          5.700          0.000
     22/01/2008          1.650                   0.0                 0.0          0.303          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.303          5.700          1.300          5.700          0.000
     23/01/2008          1.650                   0.0                 0.0          0.295          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.295          5.700          1.300          5.700          0.000
     24/01/2008          1.650                   0.0                 0.0          0.285          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.285          5.700          1.300          5.700          0.000
     25/01/2008          1.650                   0.0                 0.0          0.279          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.279          5.700          1.300          5.700          0.000
     26/01/2008          1.650                   0.0                 0.0          0.275          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.275          5.700          1.300          5.700          0.000
     27/01/2008          1.650                   0.0                 0.0          0.271          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.300          5.700          0.000
     28/01/2008          1.650                   0.0                 0.0          0.269          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.269          5.700          1.300          5.700          0.000
     29/01/2008          1.650                   0.0                 0.0          0.268          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.268          5.700          1.300          5.700          0.000
     30/01/2008          1.650                   0.0                 0.0          0.268          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.268          5.700          1.300          5.700          0.000
     31/01/2008          1.650                   0.0                 0.0          0.267          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.267          5.700          1.300          5.700          0.000
     01/02/2008          1.650                   0.0                 0.0          0.267          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.267          5.700          1.300          5.700          0.000
     02/02/2008          1.650                   0.0                 0.0          0.266          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.266          5.700          1.300          5.700          0.000
     03/02/2008          1.650                   0.0                 0.0          0.268          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.268          5.700          1.300          5.700          0.000
     04/02/2008          1.650                   0.0                 0.0          0.277          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.277          5.700          1.300          5.700          0.000
     05/02/2008          1.650                   0.0                 0.0          0.284          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.284          5.700          1.300          5.700          0.000
     06/02/2008          1.650                   0.0                 0.0          0.285          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.285          5.700          1.300          5.700          0.000
     07/02/2008          1.650                   0.0                 0.0          0.279          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.279          5.700          1.300          5.700          0.000
     08/02/2008          1.650                   0.0                 0.0          0.274          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.274          5.700          1.300          5.700          0.000
     09/02/2008          1.650                   0.0                 0.0          0.271          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.300          5.700          0.000
     10/02/2008          1.650                   0.0                 0.0          0.271          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.300          5.700          0.000
     11/02/2008          1.650                   0.0                 0.0          0.277          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.277          5.700          1.300          5.700          0.000
     12/02/2008          1.650                   0.0                 0.0          0.282          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.282          5.700          1.300          5.700          0.000
     13/02/2008          1.650                   0.0                 0.0          0.277          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.277          5.700          1.300          5.700          0.000
     14/02/2008          1.650                   0.0                 0.0          0.274          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.274          5.700          1.300          5.700          0.000
     15/02/2008          1.650                   0.0                 0.0          0.272          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.272          5.700          1.300          5.700          0.000
     16/02/2008          1.650                   0.0                 0.0          0.271          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.300          5.700          0.000
     17/02/2008          1.650                   0.0                 0.0          0.280          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.280          5.700          1.300          5.700          0.000
     18/02/2008          1.650                   0.0                 0.0          0.275          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.275          5.700          1.300          5.700          0.000
     19/02/2008          1.650                   0.0                 0.0          0.273          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.273          5.700          1.300          5.700          0.000
     20/02/2008          1.650                   0.0                 0.0          0.272          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.272          5.700          1.300          5.700          0.000
     21/02/2008          1.650                   0.0                 0.0          0.271          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.300          5.700          0.000
     22/02/2008          1.650                   0.0                 0.0          0.271          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.300          5.700          0.000
     23/02/2008          1.650                   0.0                 0.0          0.269          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.269          5.700          1.300          5.700          0.000
     24/02/2008          1.650                   0.0                 0.0          0.267          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.267          5.700          1.300          5.700          0.000
     25/02/2008          1.650                   0.0                 0.0          0.302          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.302          5.700          1.300          5.700          0.000
     26/02/2008          1.650                   0.0                 0.0          0.297          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.297          5.700          1.300          5.700          0.000
     27/02/2008          1.650                   0.0                 0.0          0.286          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.286          5.700          1.300          5.700          0.000
     28/02/2008          1.650                   0.0                 0.0          0.286          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.286          5.700          1.300          5.700          0.000
     29/02/2008          1.650                   0.0                 0.0          0.275          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.275          5.700          1.300          5.700          0.000
     01/03/2008          1.650                   0.0                 0.0          0.271          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.300          5.700          0.000
     02/03/2008          1.650                   0.0                 0.0          0.269          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.269          5.700          1.300          5.700          0.000
     03/03/2008          1.650                   0.0                 0.0          0.331          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.331          5.700          1.300          5.700          0.000
     04/03/2008          1.650                   0.0                 0.0          0.306          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.306          5.700          1.300          5.700          0.000
     05/03/2008          1.650                   0.0                 0.0          0.291          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.291          5.700          1.300          5.700          0.000
     06/03/2008          1.650                   0.0                 0.0          0.282          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.282          5.700          1.300          5.700          0.000
     07/03/2008          1.650                   0.0                 0.0          0.276          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.276          5.700          1.300          5.700          0.000
     08/03/2008          1.650                   0.0                 0.0          0.273          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.273          5.700          1.300          5.700          0.000
     09/03/2008          1.650                   0.0                 0.0          0.271          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.300          5.700          0.000
     10/03/2008          1.650                   0.0                 0.0          0.271          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.300          5.700          0.000
     11/03/2008          1.650                   0.0                 0.0          0.265          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.265          5.700          1.300          5.700          0.000
     12/03/2008          1.650                   0.0                 0.0          0.260          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.260          5.700          1.300          5.700          0.000
     13/03/2008          1.650                   0.0                 0.0          0.256          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.256          5.700          1.300          5.700          0.000
     14/03/2008          1.650                   0.0                 0.0          0.252          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.252          5.700          1.300          5.700          0.000
     15/03/2008          1.650                   0.0                 0.0          0.251          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.251          5.700          1.300          5.700          0.000
     16/03/2008          1.650                   0.0                 0.0          0.250          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.250          5.700          1.300          5.700          0.000
     17/03/2008          1.650                   0.0                 0.0          0.286          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.286          5.700          1.300          5.700          0.000
     18/03/2008          1.650                   0.0                 0.0          0.285          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.285          5.700          1.300          5.700          0.000
     19/03/2008          1.650                   0.0                 0.0          0.269          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.269          5.700          1.300          5.700          0.000
     20/03/2008          1.650                   0.0                 0.0          0.264          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.264          5.700          1.300          5.700          0.000
     21/03/2008          1.650                   0.0                 0.0          0.258          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.258          5.700          1.300          5.700          0.000
     22/03/2008          1.650                   0.0                 0.0          0.258          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.258          5.700          1.300          5.700          0.000
     23/03/2008          1.650                   0.0                 0.0          0.258          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.258          5.700          1.300          5.700          0.000
     24/03/2008          1.650                   0.0                 0.0          0.254          1.650          1.356                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.254          5.700          1.300          5.700          0.000
     25/03/2008          1.650                   0.0                 0.0          0.249          1.650          1.357                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.249          5.700          1.300          5.700          0.000
     26/03/2008          1.650                   0.0                 0.0          0.249          1.650          1.357                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.249          5.700          1.300          5.700          0.000
     27/03/2008          1.650                   0.0                 0.0          0.316          1.650          1.357                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.316          5.700          1.300          5.700          0.000
     28/03/2008          1.650                   0.0                 0.0          0.293          1.650          1.357                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.293          5.700          1.301          5.700          0.000
     29/03/2008          1.650                   0.0                 0.0          0.277          1.650          1.357                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.277          5.700          1.301          5.700          0.000
     30/03/2008          1.650                   0.0                 0.0          0.271          1.650          1.357                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.301          5.700          0.000
     31/03/2008          1.650                   0.0                 0.0          0.344          1.650          1.357                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.344          5.700          1.301          5.700          0.000
     01/04/2008          1.650                   0.0                 0.0          0.306          1.650          1.357                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.306          5.700          1.301          5.700          0.000
     02/04/2008          1.650                   0.0                 0.0          0.285          1.650          1.357                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.285          5.700          1.301          5.700          0.000
     03/04/2008          1.650                   0.0                 0.0          0.310          1.650          1.357                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.310          5.700          1.301          5.700          0.000
     04/04/2008          1.650                   0.0                 0.0          0.291          1.650          1.357                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.291          5.700          1.301          5.700          0.000
     05/04/2008          1.650                   0.0                 0.0          0.271          1.650          1.358                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.301          5.700          0.000
     06/04/2008          1.650                   0.0                 0.0          0.271          1.650          1.358                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.301          5.700          0.000
     07/04/2008          1.650                   0.0                 0.0          0.266          1.650          1.358                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.266          5.700          1.301          5.700          0.000
     08/04/2008          1.650                   0.0                 0.0          0.263          1.650          1.358                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.263          5.700          1.301          5.700          0.000
     09/04/2008          1.650                   0.0                 0.0          0.262          1.650          1.358                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.262          5.700          1.302          5.700          0.000
     10/04/2008          1.650                   0.0                 0.0          0.346          1.650          1.358                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.346          5.700          1.302          5.700          0.000
     11/04/2008          1.650                   0.0                 0.0          0.346          1.650          1.358                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.346          5.700          1.302          5.700          0.000
     12/04/2008          1.650                   0.0                 0.0          0.327          1.650          1.358                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.327          5.700          1.302          5.700          0.000
     13/04/2008          1.650                   0.0                 0.0          0.292          1.650          1.358                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.292          5.700          1.302          5.700          0.000
     14/04/2008          1.650                   0.0                 0.0          0.271          1.650          1.358                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.302          5.700          0.000
     15/04/2008          1.650                   0.0                 0.0          0.271          1.650          1.359                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.302          5.700          0.000
     16/04/2008          1.650                   0.0                 0.0          0.264          1.650          1.359                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.264          5.700          1.302          5.700          0.000
     17/04/2008          1.650                   0.0                 0.0          0.344          1.650          1.360                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.344          5.700          1.302          5.700          0.000
     18/04/2008          1.650                   0.0                 0.0          0.345          1.650          1.360                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.345          5.700          1.303          5.700          0.000
     19/04/2008          1.650                   0.0                 0.0          0.308          1.650          1.360                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.308          5.700          1.303          5.700          0.000
     20/04/2008          1.650                   0.0                 0.0          0.274          1.650          1.361                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.274          5.700          1.303          5.700          0.000
     21/04/2008          1.650                   0.0                 0.0          0.271          1.650          1.361                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.303          5.700          0.000
     22/04/2008          1.650                   0.0                 0.0          0.331          1.650          1.361                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.331          5.700          1.303          5.700          0.000
     23/04/2008          1.650                   0.0                 0.0          0.285          1.650          1.361                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.285          5.700          1.303          5.700          0.000
     24/04/2008          1.650                   0.0                 0.0          0.307          1.650          1.361                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.307          5.700          1.304          5.700          0.000
     25/04/2008          1.650                   0.0                 0.0          0.334          1.650          1.362                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.334          5.700          1.304          5.700          0.000
     26/04/2008          1.650                   0.0                 0.0          0.291          1.650          1.362                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.291          5.700          1.304          5.700          0.000
     27/04/2008          1.650                   0.0                 0.0          0.271          1.650          1.362                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.271          0.350          0.271          5.700          1.304          5.700          0.000
