ApsimVersion = 7.6
Title = 19d) Simunye 1994-95 NCo376 1R Irrigation Treatment 4
           date           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)      no3ppm(8)      no3ppm(9)     no3ppm(10)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)         nh4(8)         nh4(9)        nh4(10)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)      nh4ppm(8)      nh4ppm(9)     nh4ppm(10)
     06/10/1994        simunye        1994-95          4.000           1994            279             58          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          11.44          11.44           6.85           4.43           0.67          0.058          1.000          1.000           0.14            0.14           0.00           0.10           0.05           0.00           0.01           0.01           0.01          1.000           64.7            5.3            7.1            4.8            3.6            3.5            3.8            5.6            7.5            7.6            0.0        104.433          4.256          3.654          2.530          1.846          1.407          1.000          1.002          1.000          1.008           67.4            0.1            0.0            0.0            0.0            0.2            1.9            2.8            3.7            3.7        108.783          0.048          0.000          0.000          0.000          0.095          0.500          0.498          0.500          0.492
     07/10/1994        simunye        1994-95          4.000           1994            280             59          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          12.35          12.35           7.42           4.77           0.67          0.065          1.000          1.000           0.15            0.15           0.00           0.10           0.05           0.00           0.01           0.01           0.01          1.000           64.8            5.3            7.1            4.8            3.6            3.5            3.8            5.6            7.5            7.6            0.0        104.501          4.235          3.641          2.522          1.840          1.418          1.000          1.002          1.000          1.009           67.4            0.1            0.0            0.0            0.0            0.2            1.9            2.8            3.7            3.7        108.783          0.049          0.000          0.000          0.000          0.083          0.500          0.498          0.500          0.491
     08/10/1994        simunye        1994-95          4.000           1994            281             60          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          13.33          13.33           8.04           5.13           0.67          0.072          1.000          1.000           0.16            0.16           0.00           0.11           0.05           0.00           0.01           0.01           0.01          1.000           64.8            5.2            7.1            4.7            3.6            3.6            3.8            5.6            7.5            7.6            0.0        104.568          4.210          3.622          2.510          1.833          1.427          1.000          1.002          1.000          1.009           67.4            0.1            0.0            0.0            0.0            0.2            1.9            2.8            3.7            3.7        108.783          0.049          0.000          0.000          0.000          0.072          0.500          0.498          0.500          0.491
     09/10/1994        simunye        1994-95          4.000           1994            282             61          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          14.48          14.48           8.76           5.56           0.67          0.080          1.000          1.000           0.16            0.16           0.00           0.12           0.05           0.00           0.01           0.01           0.01          1.000           64.9            5.2            7.0            4.7            3.6            3.6            3.8            5.6            7.5            7.6            0.0        104.635          4.183          3.600          2.497          1.825          1.436          1.000          1.002          1.000          1.010           67.4            0.1            0.0            0.0            0.0            0.2            1.9            2.8            3.7            3.7        108.783          0.050          0.000          0.000          0.000          0.062          0.500          0.498          0.500          0.490
     10/10/1994        simunye        1994-95          4.000           1994            283             62          alive              1          0.000            0.0          0.000          3.700          0.002           0.16           0.00          0.000          0.000          0.000          15.50          15.50           9.40           5.94           0.67          0.087          1.000          1.000           0.17            0.17           0.00           0.13           0.05           0.00           0.01           0.01           0.01          1.000           64.9            5.2            7.0            4.7            3.5            3.6            3.8            5.6            7.5            7.6            0.0        104.700          4.157          3.576          2.482          1.815          1.444          1.000          1.003          1.000          1.011           67.4            0.1            0.0            0.0            0.0            0.1            1.9            2.8            3.7            3.7        108.783          0.049          0.000          0.000          0.000          0.053          0.500          0.498          0.500          0.489
     11/10/1994        simunye        1994-95          4.000           1994            284             63          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          16.02          16.02           9.73           6.13           0.67          0.091          1.000          1.000           0.18            0.18           0.00           0.13           0.05           0.00           0.01           0.01           0.01          1.000           65.0            5.1            6.9            4.7            3.5            3.6            3.8            5.6            7.5            7.6            0.0        104.765          4.141          3.557          2.469          1.806          1.451          1.000          1.003          1.000          1.011           67.4            0.1            0.0            0.0            0.0            0.1            1.9            2.8            3.7            3.7        108.783          0.049          0.000          0.000          0.000          0.045          0.500          0.497          0.500          0.489
     12/10/1994        simunye        1994-95          4.000           1994            285             64          alive              1          0.000            0.0          0.000          2.500          0.002           0.16           0.00          0.000          0.000          0.000          16.90          16.90          10.29           6.46           0.67          0.097          1.000          1.000           0.19            0.19           0.00           0.14           0.05           0.00           0.01           0.01           0.01          1.000           65.0            5.1            6.9            4.6            3.5            3.6            3.8            5.6            7.5            7.6            0.0        104.829          4.123          3.538          2.457          1.798          1.457          1.000          1.003          1.000          1.012           67.4            0.1            0.0            0.0            0.0            0.1            1.9            2.8            3.7            3.7        108.783          0.049          0.001          0.000          0.000          0.037          0.500          0.497          0.500          0.488
     13/10/1994        simunye        1994-95          4.000           1994            286             65          alive              1          0.000            0.0          0.000         13.000          0.002           0.16           0.00          0.000          0.000          0.000          17.55          17.55          10.70           6.70           0.67          0.102          1.000          1.000           0.20            0.20           0.00           0.15           0.05           0.00           0.01           0.01           0.01          1.000           70.8            6.7            6.9            4.6            3.5            3.7            3.8            5.6            7.5            7.6            0.0        114.114          5.442          3.531          2.452          1.795          1.462          1.001          1.003          1.000          1.013           60.0            0.1            0.0            0.0            0.0            0.1            1.9            2.8            3.7            3.7         96.728          0.050          0.001          0.000          0.000          0.031          0.500          0.497          0.500          0.487
     14/10/1994        simunye        1994-95          4.000           1994            287             66          alive              1          0.000            0.0          0.000         13.800          0.002           0.16           0.00          0.000          0.000          0.000          18.40          18.40          11.23           7.01           0.67          0.108          1.000          1.000           0.21            0.21           0.00           0.16           0.05           0.00           0.01           0.01           0.01          1.000           54.7           27.5            8.4            4.6            3.5            3.7            3.8            5.6            7.5            7.6            0.0         88.180         22.165          4.330          2.449          1.793          1.467          1.001          1.004          1.000          1.013           53.6            0.1            0.0            0.0            0.0            0.1            1.9            2.8            3.7            3.7         86.423          0.050          0.001          0.000          0.000          0.025          0.500          0.496          0.500          0.487
     15/10/1994        simunye        1994-95          4.000           1994            288             67          alive              1          0.000            0.0         36.000          9.000          0.002           0.16           0.00          0.000          0.000          0.000          19.27          19.27          11.77           7.33           0.67          0.115          1.000          1.000           0.21            0.21           0.00           0.16           0.05           0.00           0.01           0.01           0.01          1.000           21.8           33.0           27.4           13.7            6.3            4.7            3.8            5.6            7.5            7.6            0.0         35.135         26.574         14.058          7.239          3.246          1.890          1.002          1.004          1.000          1.014           48.8            0.1            0.0            0.0            0.0            0.0            1.9            2.8            3.7            3.6         78.651          0.049          0.001          0.000          0.000          0.012          0.499          0.496          0.500          0.486
     16/10/1994        simunye        1994-95          4.000           1994            289             68          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          20.77          20.77          12.72           7.89           0.66          0.126          1.000          1.000           0.22            0.22           0.00           0.18           0.05           0.00           0.01           0.01           0.01          1.000           26.1           29.7           26.9           15.1            7.6            5.8            4.2            5.6            7.5            7.6            0.2         42.153         23.957         13.812          7.983          3.890          2.329          1.131          1.004          1.000          1.015           43.9            0.1            0.0            0.0            0.0            0.0            1.6            2.8            3.7            3.6         70.807          0.050          0.001          0.000          0.000          0.001          0.424          0.496          0.500          0.485
     17/10/1994        simunye        1994-95          4.000           1994            290             69          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          22.98          22.98          14.11           8.71           0.66          0.141          1.000          1.000           0.24            0.24           0.00           0.19           0.05           0.00           0.01           0.01           0.01          1.000           27.7           28.2           26.0           15.3            8.2            6.4            5.0            5.7            7.5            7.6            0.5         44.677         22.703         13.349          8.115          4.191          2.572          1.331          1.005          1.000          1.016           42.6            0.1            0.0            0.0            0.0            0.0            1.3            2.8            3.7            3.6         68.669          0.050          0.001          0.000          0.000          0.000          0.356          0.495          0.500          0.485
     18/10/1994        simunye        1994-95          4.000           1994            291             70          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          25.18          25.18          15.50           9.52           0.66          0.157          1.000          1.000           0.27            0.27           0.00           0.21           0.05           0.00           0.01           0.01           0.01          1.000           28.0           27.5           25.3           15.2            8.3            6.7            5.7            5.7            7.5            7.6            0.5         45.114         22.178         12.992          8.025          4.272          2.678          1.520          1.006          1.000          1.016           42.6            0.1            0.0            0.0            0.0            0.0            1.1            2.8            3.7            3.6         68.669          0.050          0.001          0.000          0.000          0.000          0.297          0.495          0.500          0.484
     19/10/1994        simunye        1994-95          4.000           1994            292             71          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          27.62          27.62          17.03          10.43           0.66          0.175          1.000          1.000           0.29            0.29           0.00           0.23           0.06           0.00           0.01           0.01           0.01          1.000           28.3           27.1           24.9           14.9            8.3            6.8            6.2            5.7            7.5            7.6            0.4         45.565         21.876         12.790          7.907          4.257          2.704          1.666          1.007          1.000          1.017           42.6            0.1            0.0            0.0            0.0            0.0            0.9            2.8            3.7            3.6         68.669          0.050          0.001          0.000          0.000          0.000          0.247          0.494          0.500          0.483
     20/10/1994        simunye        1994-95          4.000           1994            293             72          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          30.46          30.46          18.82          11.48           0.66          0.196          1.000          1.000           0.32            0.32           0.00           0.26           0.06           0.00           0.01           0.01           0.01          1.000           28.5           26.7           24.8           14.8            8.2            6.7            6.6            5.7            7.5            7.6            0.2         46.015         21.571         12.710          7.814          4.214          2.692          1.761          1.020          1.000          1.018           42.6            0.1            0.0            0.0            0.0            0.0            0.8            2.7            3.7            3.6         68.669          0.048          0.002          0.000          0.000          0.000          0.204          0.484          0.500          0.482
     21/10/1994        simunye        1994-95          4.000           1994            294             73          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          33.65          33.65          20.83          12.66           0.66          0.219          1.000          1.000           0.35            0.35           0.00           0.28           0.07           0.00           0.01           0.01           0.01          1.000           28.8           26.4           24.7           14.7            8.1            6.7            6.8            6.0            7.5            7.6            0.1         46.454         21.289         12.658          7.768          4.173          2.663          1.808          1.064          1.000          1.019           42.6            0.1            0.0            0.0            0.0            0.0            0.6            2.5            3.7            3.6         68.669          0.047          0.002          0.000          0.000          0.000          0.167          0.452          0.500          0.481
     22/10/1994        simunye        1994-95          4.000           1994            295             74          alive              1          0.000            0.0          0.000          1.000          0.002           0.16           0.00          0.000          0.000          0.000          35.26          35.26          21.84          13.25           0.66          0.230          1.000          1.000           0.38            0.38           0.00           0.30           0.07           0.00           0.01           0.01           0.01          1.000           29.1           26.1           24.6           14.6            8.1            6.6            6.9            6.3            7.5            7.6            0.1         46.887         21.039         12.609          7.741          4.145          2.634          1.834          1.121          1.000          1.020           42.6            0.1            0.0            0.0            0.0            0.0            0.5            2.3            3.7            3.6         68.669          0.046          0.003          0.000          0.000          0.000          0.136          0.403          0.500          0.480
     23/10/1994        simunye        1994-95          4.000           1994            296             75          alive              1          0.000            0.0          0.000          1.800          0.002           0.16           0.00          0.000          0.000          0.000          36.71          36.71          22.76          13.79           0.66          0.241          1.000          1.000           0.40            0.40           0.00           0.32           0.08           0.00           0.01           0.01           0.01          1.000           29.3           25.8           24.5           14.6            8.1            6.5            6.9            6.6            7.5            7.7            0.0         47.285         20.827         12.568          7.718          4.130          2.612          1.852          1.180          1.000          1.021           42.6            0.1            0.0            0.0            0.0            0.0            0.4            2.0            3.7            3.6         68.669          0.048          0.003          0.000          0.000          0.000          0.111          0.349          0.500          0.480
     24/10/1994        simunye        1994-95          4.000           1994            297             76          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          40.40          40.40          25.08          15.16           0.66          0.268          1.000          1.000           0.43            0.43           0.00           0.34           0.08           0.00           0.01           0.01           0.01          1.000           29.6           25.5           24.4           14.5            8.0            6.5            7.0            6.9            7.5            7.7            0.0         47.687         20.549         12.506          7.693          4.121          2.597          1.865          1.234          1.000          1.021           42.6            0.1            0.0            0.0            0.0            0.0            0.3            1.7            3.7            3.6         68.669          0.049          0.004          0.000          0.000          0.000          0.090          0.298          0.500          0.479
     25/10/1994        simunye        1994-95          4.000           1994            298             77          alive              1          0.000            0.0          0.000          1.000          0.002           0.16           0.00          0.000          0.000          0.000          42.98          42.98          26.70          16.11           0.66          0.286          1.000          1.000           0.46            0.46           0.00           0.37           0.09           0.00           0.01           0.01           0.01          1.000           29.8           25.2           24.3           14.5            8.0            6.5            7.0            7.2            7.5            7.7            0.0         48.080         20.296         12.444          7.660          4.113          2.584          1.876          1.279          1.000          1.022           42.6            0.1            0.0            0.0            0.0            0.0            0.3            1.4            3.7            3.6         68.669          0.051          0.005          0.001          0.000          0.000          0.072          0.254          0.500          0.478
     26/10/1994        simunye        1994-95          4.000           1994            299             78          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          47.03          47.03          29.26          17.62           0.66          0.316          1.000          1.000           0.50            0.50           0.00           0.40           0.10           0.00           0.01           0.01           0.01          1.000           30.0           24.8           24.1           14.4            8.0            6.4            7.1            7.4            7.5            7.7            0.0         48.467         20.016         12.371          7.625          4.104          2.572          1.885          1.317          1.000          1.023           42.6            0.1            0.0            0.0            0.0            0.0            0.2            1.2            3.7            3.6         68.669          0.053          0.005          0.001          0.000          0.000          0.058          0.216          0.500          0.477
     27/10/1994        simunye        1994-95          4.000           1994            300             79          alive              1          0.000            0.0         35.300          0.000          0.002           0.16           0.00          0.000          0.000          0.000          50.87          50.87          31.67          19.04           0.66          0.343          1.000          1.000           0.55            0.55           0.00           0.44           0.11           0.00           0.01           0.01           0.01          1.000           21.7           30.9           29.5           16.6            8.6            6.6            7.2            7.6            7.5            7.7            0.1         34.954         24.956         15.128          8.788          4.427          2.641          1.907          1.357          1.000          1.024           35.6            0.1            0.0            0.0            0.0            0.0            0.2            1.0            3.7            3.6         57.403          0.051          0.006          0.001          0.001          0.000          0.045          0.183          0.500          0.476
     28/10/1994        simunye        1994-95          4.000           1994            301             80          alive              1          0.000            0.0          0.000          0.500          0.002           0.16           0.00          0.000          0.000          0.000          52.96          52.96          32.99          19.81           0.66          0.359          1.000          1.000           0.58            0.58           0.00           0.46           0.11           0.00           0.01           0.01           0.01          1.000           28.1           28.0           29.9           17.8            9.3            6.9            7.3            7.9            7.5            7.7            0.2         45.297         22.585         15.319          9.423          4.778          2.752          1.939          1.404          1.000          1.025           29.0            0.1            0.0            0.0            0.0            0.0            0.1            0.9            3.7            3.6         46.776          0.051          0.006          0.002          0.001          0.000          0.035          0.155          0.500          0.475
     29/10/1994        simunye        1994-95          4.000           1994            302             81          alive              1          0.000            0.0          0.000          0.600          0.002           0.16           0.00          0.000          0.000          0.000          55.61          55.61          34.66          20.79           0.66          0.378          1.000          1.000           0.60            0.60           0.00           0.49           0.12           0.00           0.01           0.01           0.01          1.000           33.4           26.7           29.4           18.2            9.7            7.1            7.4            8.2            7.5            7.7            0.3         53.942         21.561         15.072          9.621          4.997          2.853          1.973          1.456          1.001          1.026           23.7            0.1            0.0            0.0            0.0            0.0            0.1            0.7            3.7            3.6         38.264          0.053          0.006          0.002          0.001          0.000          0.026          0.131          0.499          0.474
     30/10/1994        simunye        1994-95          4.000           1994            303             82          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          60.71          60.71          37.87          22.68           0.66          0.415          1.000          1.000           0.65            0.65           0.00           0.53           0.13           0.00           0.01           0.01           0.01          1.000           38.3           26.1           28.8           18.1            9.9            7.3            7.5            8.5            7.5            7.7            0.3         61.772         21.015         14.787          9.603          5.082          2.916          1.997          1.507          1.001          1.027           18.9            0.1            0.0            0.0            0.0            0.0            0.1            0.6            3.7            3.5         30.543          0.054          0.007          0.002          0.002          0.000          0.019          0.110          0.499          0.473
     31/10/1994        simunye        1994-95          4.000           1994            304             83          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          66.67          66.67          41.62          24.89           0.66          0.458          1.000          1.000           0.71            0.71           0.00           0.57           0.14           0.00           0.01           0.01           0.01          1.000           38.5           25.6           28.5           17.9            9.9            7.3            7.5            8.7            7.5            7.7            0.2         62.114         20.664         14.612          9.490          5.062          2.926          2.006          1.549          1.001          1.028           18.9            0.1            0.0            0.0            0.0            0.0            0.1            0.5            3.7            3.5         30.543          0.055          0.007          0.003          0.002          0.000          0.013          0.092          0.499          0.472
     01/11/1994        simunye        1994-95          4.000           1994            305             84          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          74.14          74.14          46.33          27.66           0.66          0.512          1.000          1.000           0.78            0.78           0.00           0.63           0.15           0.00           0.01           0.01           0.01          1.000           38.7           25.0           28.2           17.7            9.8            7.3            7.5            8.9            7.5            7.7            0.1         62.473         20.180         14.442          9.385          5.011          2.910          2.004          1.580          1.001          1.029           18.9            0.1            0.0            0.0            0.0            0.0            0.0            0.4            3.7            3.5         30.543          0.056          0.007          0.003          0.002          0.000          0.009          0.077          0.499          0.471
     02/11/1994        simunye        1994-95          4.000           1994            306             85          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          80.08          80.08          50.07          29.86           0.66          0.555          1.000          1.000           0.87            0.87           0.00           0.70           0.17           0.00           0.01           0.01           0.01          1.000           39.0           24.5           27.9           17.6            9.7            7.2            7.5            9.0            7.5            7.7            0.0         62.824         19.765         14.295          9.320          4.981          2.888          1.996          1.600          1.002          1.030           18.9            0.1            0.0            0.0            0.0            0.0            0.0            0.4            3.7            3.5         30.543          0.057          0.008          0.003          0.003          0.000          0.005          0.064          0.498          0.470
     03/11/1994        simunye        1994-95          4.000           1994            307             86          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          83.50          83.50          52.22          31.12           0.67          0.580          1.000          1.000           0.91            0.91           0.00           0.74           0.18           0.00           0.01           0.01           0.01          1.000           39.2           24.2           27.7           17.5            9.7            7.2            7.4            9.1            7.5            7.7            0.0         63.167         19.517         14.212          9.270          4.965          2.873          1.985          1.613          1.002          1.031           18.9            0.1            0.0            0.0            0.0            0.0            0.0            0.3            3.7            3.5         30.543          0.057          0.008          0.004          0.003          0.000          0.001          0.053          0.498          0.469
     04/11/1994        simunye        1994-95          4.000           1994            308             87          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          91.49          91.49          57.25          34.08           0.67          0.638          1.000          1.000           0.99            0.99           0.00           0.80           0.19           0.00           0.01           0.01           0.01          1.000           39.4           23.6           27.4           17.4            9.6            7.1            7.4            9.1            7.5            7.7            0.0         63.512         19.042         14.026          9.188          4.939          2.857          1.980          1.622          1.003          1.032           18.9            0.1            0.0            0.0            0.0            0.0            0.0            0.2            3.7            3.5         30.543          0.057          0.008          0.004          0.003          0.000          0.000          0.043          0.497          0.468
     05/11/1994        simunye        1994-95          4.000           1994            309             88          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000         101.29         101.29          63.42          37.71           0.67          0.709          1.000          1.000           1.09            1.09           0.00           0.88           0.21           0.00           0.01           0.01           0.01          1.000           39.6           23.0           26.9           17.2            9.6            7.1            7.4            9.2            7.5            7.8            0.0         63.837         18.520         13.802          9.090          4.904          2.838          1.975          1.628          1.004          1.033           18.9            0.1            0.0            0.0            0.0            0.0            0.0            0.2            3.7            3.5         30.543          0.057          0.009          0.004          0.004          0.000          0.000          0.035          0.497          0.467
     06/11/1994        simunye        1994-95          4.000           1994            310             89          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000         111.69         111.69          69.97          41.56           0.67          0.784          1.000          1.000           1.21            1.21           0.00           0.97           0.23           0.00           0.01           0.01           0.01          1.000           39.8           22.3           26.4           17.0            9.5            7.0            7.4            9.2            7.5            7.8            0.0         64.140         17.952         13.542          8.979          4.863          2.817          1.971          1.633          1.004          1.035           18.9            0.1            0.0            0.0            0.0            0.0            0.0            0.2            3.7            3.5         30.543          0.057          0.009          0.005          0.004          0.000          0.000          0.028          0.496          0.466
     07/11/1994        simunye        1994-95          4.000           1994            311             90          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000         122.71         122.71          76.91          45.64           0.67          0.864          1.000          1.000           1.32            1.32           0.00           1.07           0.25           0.00           0.01           0.01           0.01          1.000           39.9           21.6           25.9           16.8            9.4            7.0            7.4            9.2            7.5            7.8            0.0         64.417         17.456         13.296          8.868          4.820          2.794          1.963          1.637          1.005          1.036           18.9            0.1            0.0            0.0            0.0            0.0            0.0            0.1            3.7            3.5         30.543          0.057          0.009          0.005          0.004          0.000          0.000          0.022          0.495          0.465
     08/11/1994        simunye        1994-95          4.000           1994            312             91          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000         133.80         133.80          83.89          49.75           0.68          0.944          1.000          1.000           1.46            1.46           0.00           1.18           0.28           0.00           0.01           0.01           0.01          1.000           40.1           20.9           25.3           16.5            9.3            6.9            7.3            9.2            7.5            7.8            0.0         64.675         16.884         12.999          8.739          4.769          2.769          1.958          1.640          1.006          1.037           18.9            0.1            0.0            0.0            0.0            0.0            0.0            0.1            3.7            3.5         30.543          0.055          0.010          0.005          0.004          0.000          0.000          0.018          0.494          0.464
     09/11/1994        simunye        1994-95          4.000           1994            313             92          alive              1          0.000            0.0         52.800          0.000          0.002           0.16           0.00          0.000          0.000          0.000         141.49         141.49          88.73          52.60           0.68          1.000          1.000          1.000           1.58            1.58           0.00           1.28           0.30           0.00           0.01           0.01           0.01          1.000           18.8           28.6           36.0           21.8           10.8            7.1            7.3            9.2            7.6            7.8            0.0         30.382         23.051         18.485         11.544          5.519          2.856          1.954          1.643          1.007          1.038           13.3            0.1            0.0            0.0            0.0            0.0            0.0            0.1            3.7            3.5         21.425          0.064          0.011          0.005          0.005          0.000          0.000          0.013          0.493          0.462
     10/11/1994        simunye        1994-95          4.000           1994            314             93          alive              1          0.000            0.0          0.000         10.800          0.002           0.16           0.00          0.000          0.000          0.000         153.30         153.30          96.16          56.97           0.68          1.085          1.000          1.000           1.69            1.69           0.00           1.36           0.32           0.00           0.01           0.01           0.01          1.000           17.5           27.5           35.8           24.5           12.6            7.9            7.5            9.3            7.6            7.8            0.2         28.234         22.139         18.355         12.953          6.481          3.178          1.992          1.658          1.008          1.039            8.7            0.1            0.0            0.0            0.0            0.0            0.0            0.1            3.7            3.5         14.050          0.069          0.012          0.006          0.005          0.000          0.000          0.010          0.492          0.461
     11/11/1994        simunye        1994-95          4.000           1994            315             94          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000         162.58         162.58         102.01          60.41           0.68          1.152          1.000          1.000           1.80            1.80           0.00           1.46           0.35           0.00           0.01           0.01           0.01          1.000           20.7           24.8           34.3           25.1           13.8            8.7            7.7            9.5            7.6            7.8            0.5         33.443         20.019         17.598         13.257          7.064          3.492          2.055          1.695          1.009          1.040            5.3            0.1            0.0            0.0            0.0            0.0            0.0            0.0            3.7            3.5          8.622          0.065          0.012          0.006          0.005          0.000          0.000          0.007          0.491          0.460
     12/11/1994        simunye        1994-95          4.000           1994            316             95          alive              1          0.000            0.0          0.000          6.000          0.002           0.16           0.00          0.000          0.000          0.000         175.40         175.40         110.08          65.16           0.69          1.245          1.000          1.000           1.93            1.93           0.00           1.56           0.37           0.00           0.01           0.01           0.01          1.000           20.1           25.1           33.5           25.1           14.3            9.3            7.9            9.8            7.6            7.8            0.5         32.379         20.228         17.204         13.261          7.348          3.721          2.117          1.744          1.010          1.041            3.2            0.1            0.0            0.0            0.0            0.0            0.0            0.0            3.7            3.4          5.112          0.062          0.012          0.007          0.005          0.000          0.000          0.004          0.490          0.459
     13/11/1994        simunye        1994-95          4.000           1994            317             96          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000         188.75         188.75         118.49          70.10           0.69          1.341          1.000          1.000           2.10            2.10           0.00           1.69           0.40           0.00           0.01           0.01           0.01          1.000           21.1           24.0           32.6           24.6           14.4            9.6            8.1           10.1            7.6            7.8            0.4         34.065         19.375         16.721         13.034          7.381          3.834          2.157          1.790          1.012          1.043            1.9            0.1            0.0            0.0            0.0            0.0            0.0            0.0            3.7            3.4          3.055          0.060          0.012          0.007          0.005          0.000          0.000          0.002          0.489          0.458
