ApsimVersion = 7.10
format = csv
precision = 8
Title = bmw106
Date,DaysAfterSowing,Stage,Biomass,GreenWt,BiomassWt,RootGreenWt,LeafGreenWt,StemGreenWt,RachisGreenWt,GrainGreenWt,biomass_n,RootGreenN,LeafGreenN,StemGreenN,RachisGreenN,GrainGreenN,GrainGreenNConc,GrainNo,GrainSize,LeafNo,LAI,SLAI,ESW,SLN,WaterSD,HI,TPLA,SPLA,Height,DeltaTT,nfact_pheno,swdef_pheno,cover_green,cover_tot,sw_supply,sw_uptake(1),sw_uptake(2),sw_uptake(3),sw_uptake(4),sw_uptake(5),sw_uptake(6),sw_uptake(7),sw_uptake(8),sw_uptake(9),sw_uptake(10),sum(sw_uptake),RootDepth,n_total_uptake,n_massflow_uptake,n_diffusion_uptake,n_sd_ratio,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3_demand,n_supply_soil,RUE,TE,nfact_photo,temp_stress
23/11/1985,26,5.23785400,120.08046000,17.77112700,12.00805000,5.93727200,9.94607100,1.60934000,0.27844400,0.00000000,0.26798900,0.06089000,0.21097400,0.05113300,0.00233300,0.00000000,0.00000000,0.00000000,0.00000000,4.36544200,0.12921700,0.00268600,62.86327000,1.63271400,1.00000000,0.00000000,618.26196000,12.85168300,16.80895000,10.83162700,1.00000000,1.00000000,0.06256500,0.06382400,2.17550700,0.02507000,0.02200100,0.01561800,0.00923500,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.07192300,469.11591800,0.02901500,0.01053600,0.01847800,0.61092600,0.23453700,0.22296400,0.20889400,0.19292700,0.18773600,0.19034100,0.19740000,0.21165900,0.21814100,0.20565600,60.22008900,28.83658800,10.59820100,18.52011900,18.04079200,18.13273800,9.78049100,9.66780900,12.46527300,12.64649100,0.04749300,0.02901500,1.00677700,30.45272300,0.97095600,1.00000000
24/11/1985,27,5.26342100,134.60174200,19.67864800,13.46017000,6.40460000,11.01231200,1.91972100,0.34201600,0.00000000,0.30105800,0.06548100,0.23381100,0.06058900,0.00290200,0.00000000,0.00000000,0.00000000,0.00000000,4.53208200,0.14224000,0.00284000,62.30041100,1.64378300,1.00000000,0.00000000,680.57336700,13.58923500,19.25047700,10.37973100,1.00000000,1.00000000,0.06865000,0.06997100,2.17429300,0.04050900,0.04056500,0.02890100,0.01951900,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.12949400,480.38268100,0.03778100,0.01844800,0.01933400,0.66149500,0.22461700,0.22473300,0.21037000,0.19311900,0.18777500,0.19035600,0.19744300,0.21161400,0.21807900,0.20571200,59.08855100,29.52405500,10.86106300,18.53467800,18.06480600,18.14034700,9.78467600,9.66908000,12.47043900,12.65894200,0.05711500,0.03778100,1.45212800,24.38214200,0.97199500,1.00000000
25/11/1985,28,5.29101600,156.32814800,22.54199300,15.63281000,7.10876200,12.58030900,2.41040500,0.44251700,0.00000000,0.34156900,0.07241100,0.25791100,0.07585500,0.00382100,0.00000000,0.00000000,0.00000000,0.00000000,4.69177100,0.15552900,0.00300700,58.55136700,1.65827900,1.00000000,0.00000000,744.15870700,14.38530900,22.96316900,11.20331600,1.00000000,1.00000000,0.07481800,0.07620800,1.92301500,0.04460000,0.06923400,0.05281600,0.04107800,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.20772700,491.70344300,0.04757200,0.02771900,0.01985300,0.70555700,0.19116400,0.21942300,0.21058900,0.19321100,0.18781400,0.19037200,0.19748500,0.21157000,0.21801800,0.20576700,59.41943700,28.78795600,10.97146300,18.53515200,18.08648900,18.14678800,9.78813500,9.66959800,12.47425200,12.66992000,0.06742400,0.04757200,2.17264100,20.11301100,0.97330100,1.00000000
26/11/1985,29,5.31956000,184.46589800,26.25549200,18.44659000,8.02309000,14.48932100,3.14923600,0.59384400,0.00000000,0.39525500,0.08214300,0.28539200,0.10034300,0.00530200,0.00000000,0.00000000,0.00000000,0.00000000,4.86412900,0.17074600,0.00317900,57.65711800,1.67144300,1.00000000,0.00000000,816.96650500,15.20877600,28.83259600,11.58884000,1.00000000,1.00000000,0.08183000,0.08328800,1.90485200,0.06827100,0.11061700,0.08842600,0.07927100,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.34658500,502.96006000,0.06356200,0.04484700,0.01871600,0.77253100,0.18622000,0.21488900,0.20986500,0.19310200,0.18785400,0.19038800,0.19752700,0.21152600,0.21795700,0.20582300,59.58627300,28.15820700,10.98616600,18.51529300,18.10603500,18.15224300,9.79106000,9.66958900,12.47713900,12.67982800,0.08227800,0.06356200,2.81377500,15.46469200,0.97443500,1.00000000
27/11/1985,30,5.34990700,212.57204700,29.96068300,21.25720000,8.93454700,16.43707100,3.85140400,0.73766200,0.00000000,0.45694000,0.09052200,0.32965500,0.11648900,0.00630200,0.00000000,0.00000000,0.00000000,0.00000000,5.18604200,0.20103100,0.00338500,55.23195300,1.63982200,1.00000000,0.00000000,961.87169000,16.19661600,37.67029200,12.32062500,1.00000000,1.00000000,0.09562900,0.09715800,1.75965300,0.03923100,0.10124900,0.08389500,0.08491100,0.00000100,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.30928700,502.96006000,0.07023000,0.03579100,0.03443800,0.67097500,0.16750800,0.21099300,0.20882500,0.19294300,0.18789300,0.19040300,0.19756800,0.21148300,0.21789600,0.20587700,59.77088900,27.53627400,10.93230200,18.46950000,18.12341100,18.15685800,9.79355400,9.66919900,12.47941300,12.68896700,0.10466800,0.07023000,2.81061500,15.99067400,0.97162800,1.00000000
28/11/1985,31,5.37943900,245.65006500,34.31433000,24.56501000,10.00825200,18.62997300,4.75364600,0.92245800,0.00000000,0.53731200,0.10072300,0.38499200,0.13960500,0.00775200,0.00000000,0.00000000,0.00000000,0.00000000,5.52828100,0.23652600,0.00373900,54.56297900,1.62769200,1.00000000,0.00000000,1131.70520300,17.88901500,46.06942400,11.99000700,1.00000000,1.00000000,0.11153800,0.11319700,1.70573300,0.04682300,0.12352300,0.10506400,0.10799200,0.00000100,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.38340300,502.96006000,0.09075400,0.04379100,0.04696400,0.65898700,0.16557100,0.20745800,0.20737700,0.19264500,0.18793100,0.19042000,0.19760800,0.21144000,0.21783500,0.20593200,59.82805600,26.91429900,10.82397500,18.39488400,18.13886100,18.16076100,9.79564900,9.66845900,12.48111700,12.69739700,0.13771800,0.09075400,3.30780200,14.71619000,0.97047200,1.00000000
29/11/1985,32,5.41050200,287.09465300,39.77761400,28.70947000,11.35590700,21.26429000,5.98313600,1.17428100,0.00000000,0.64077800,0.11437000,0.44935000,0.17591100,0.01005600,0.00000000,0.00000000,0.00000000,0.00000000,5.86133700,0.27441800,0.00411100,53.83391400,1.63746600,1.00000000,0.00000000,1313.00487200,19.66912100,56.86180100,12.61138200,1.00000000,1.00000000,0.12821200,0.13000200,1.64725100,0.06175800,0.16891900,0.14651600,0.15318200,0.00000100,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.53037500,502.96006000,0.11731400,0.06637800,0.05093600,0.69726000,0.16335800,0.20389000,0.20541700,0.19209500,0.18796700,0.19043600,0.19764900,0.21139700,0.21777600,0.20598600,77.71637000,26.29831500,10.67794600,18.29447000,18.15254800,18.16405500,9.79713500,9.66742000,12.48234800,12.70522600,0.16825000,0.11731400,4.14445900,12.87195900,0.97140700,1.00000000
30/11/1985,33,5.43759100,310.31003000,42.81938000,31.03100000,12.09930300,22.66952700,6.72443600,1.32611400,0.00000000,0.72867600,0.12285500,0.51470800,0.19666400,0.01141500,0.00000000,0.00000000,0.00000000,0.00000000,6.21165300,0.31746200,0.00443500,64.59709200,1.62132300,1.00000000,0.00000000,1518.95510500,21.22144800,71.56861100,10.99765300,1.00000000,1.00000000,0.14677400,0.14866400,2.50846000,0.07620900,0.06691700,0.04303800,0.04275700,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.22892000,502.96006000,0.09661200,0.03663300,0.05997900,0.61697000,0.24362300,0.23098800,0.20852000,0.19214700,0.18800000,0.19045200,0.19768800,0.21135400,0.21771600,0.20604000,71.17118800,33.96564900,11.23722500,18.28265600,18.16468200,18.16683600,9.79724900,9.66611800,12.48314900,12.71251100,0.15659100,0.09661200,2.32153800,25.43890300,0.96984700,1.00000000
01/12/1985,34,5.46330200,336.54766500,46.26394300,33.65477000,12.94094600,24.19004200,7.62283200,1.51012300,0.00000000,0.81638000,0.13103100,0.57817700,0.21900200,0.01290500,0.00000000,0.00000000,0.00000000,0.00000000,6.51714300,0.35737200,0.00474300,77.18467300,1.61785700,1.00000000,0.00000000,1709.91544800,22.69484200,80.43584400,10.43843800,1.00000000,1.00000000,0.16363200,0.16561300,3.50748400,0.05154000,0.06041700,0.05434000,0.02991700,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.19621500,502.96006000,0.09612500,0.02588900,0.07023600,0.57781000,0.25465000,0.27439600,0.27087700,0.19678900,0.18805900,0.19046900,0.19772700,0.21131200,0.21765700,0.20609300,51.51986300,43.12094100,21.82701500,19.02120800,18.17827200,18.16919500,9.79738900,9.66458900,12.48350500,12.71926700,0.16636100,0.09612500,2.62376300,46.90162200,0.96950100,1.00000000
02/12/1985,35,5.48828000,363.75777900,49.83762300,36.37578000,13.81299800,25.70534300,8.60748400,1.71179800,0.00000000,0.90717900,0.13950500,0.64227300,0.24364400,0.01457300,0.00000000,0.00000000,0.00000000,0.00000000,6.80710000,0.39675300,0.00504200,96.95930300,1.61882200,1.00000000,0.00000000,1898.34161500,24.12627500,91.18220500,10.14116200,1.00000000,1.00000000,0.17993900,0.18200400,4.91408300,0.03910500,0.04502900,0.04502600,0.07572600,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.20488600,502.96006000,0.09953600,0.02064000,0.07889600,0.55783700,0.25684700,0.27455000,0.28454000,0.28507100,0.19058700,0.19049400,0.19776600,0.21127000,0.21759900,0.20614600,31.26734900,37.27135500,29.52450200,37.45446800,18.53343000,18.17201800,9.79757100,9.66288600,12.48347900,12.72556300,0.17843200,0.09953600,2.72101100,65.26200800,0.96959800,1.00000000
03/12/1985,36,5.51479100,401.80588100,54.85018100,40.18059000,15.04096000,27.74922900,10.05227300,2.00771900,0.00000000,1.01250500,0.15073400,0.70944500,0.27897000,0.01697800,0.00000000,0.00000000,0.00000000,0.00000000,7.08879900,0.43589500,0.00536000,104.92452400,1.62756100,1.00000000,0.00000000,2085.62109900,25.64553500,102.96034200,10.76338400,1.00000000,1.00000000,0.19583200,0.19798500,5.30467200,0.05088300,0.06095100,0.06998000,0.11755900,0.00000100,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.29937300,511.33092800,0.11683300,0.02836700,0.08846600,0.56908800,0.25219200,0.27439000,0.30430000,0.30329000,0.20417600,0.19057800,0.19780400,0.21122800,0.21754000,0.20619900,24.80737100,33.69771200,32.67142900,42.18870900,20.44767400,18.18064700,9.79781500,9.66105600,12.48311400,12.73144900,0.20529900,0.11683300,3.80481000,67.41848200,0.97045900,1.00000000
04/12/1985,37,5.54298500,450.06267400,61.21687700,45.00627000,16.60335200,30.24835700,11.96556900,2.39959900,0.00000000,1.13685600,0.16543000,0.78200700,0.32701000,0.02027700,0.00000000,0.00000000,0.00000000,0.00000000,7.38778200,0.47784200,0.00569800,102.95710800,1.63653900,1.00000000,0.00000000,2286.32347000,27.26122300,120.24250800,11.44653500,1.00000000,1.00000000,0.21252300,0.21476300,5.05719300,0.07014000,0.07623800,0.10533300,0.17882600,0.00003200,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.43057000,526.58784700,0.13934900,0.04101900,0.09833000,0.58629100,0.24227700,0.25116800,0.30359300,0.29956800,0.21419200,0.19072400,0.19784200,0.21118700,0.21748300,0.20625100,26.56361600,30.49649600,32.45580700,41.89843800,21.86651400,18.19572100,9.79813700,9.65913800,12.48246500,12.73698400,0.23767900,0.13934900,4.82567900,56.67933200,0.97132000,1.00000000
05/12/1985,38,5.57123600,519.91773400,70.45254100,51.99177000,18.87536200,33.73092100,14.85487400,2.99138400,0.00000000,1.29775900,0.18715000,0.86146200,0.40278100,0.02549700,0.00000000,0.00000000,0.00000000,0.00000000,7.70574100,0.52227600,0.00603600,104.80030400,1.64943800,1.00000000,0.00000000,2498.92744800,28.88016000,143.12883000,11.46955600,1.00000000,1.00000000,0.22982500,0.23214600,5.16626600,0.13730700,0.14178000,0.19118200,0.33540900,0.00061400,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.80629200,547.11844900,0.18295300,0.07550600,0.10744700,0.63000400,0.24860000,0.25213800,0.30121200,0.29658100,0.22186300,0.19093300,0.19788000,0.21114600,0.21742500,0.20630300,25.96169900,29.66749600,31.98337400,41.62151700,22.95328700,18.21736900,9.79847000,9.65693200,12.48170500,12.74232400,0.29040000,0.18295300,6.98550600,44.75921600,0.97251200,1.00000000
06/12/1985,39,5.60009000,596.58989600,80.58934900,59.65899000,21.36779300,37.39302600,18.16016000,3.66837100,0.00000000,1.46817400,0.21169800,0.93778300,0.49029400,0.03160900,0.00000000,0.00000000,0.00000000,0.00000000,8.02434000,0.56583000,0.00638200,100.70720700,1.65735800,1.00000000,0.00000000,2707.31995700,30.53369100,177.68988000,11.71464600,1.00000000,1.00000000,0.24641600,0.24881700,4.83691100,0.11601200,0.14278800,0.20246700,0.37320600,0.00317700,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.83765100,570.54777400,0.19533700,0.07913000,0.11620700,0.62699700,0.22257700,0.24163600,0.29411600,0.29331400,0.22607900,0.19118100,0.19791900,0.21110500,0.21736800,0.20635500,27.29604300,28.21155900,30.90475800,41.00169800,23.53798100,18.24320200,9.79880300,9.65459400,12.48088800,12.74751800,0.31154400,0.19533700,7.66721600,44.27339200,0.97322000,1.00000000
07/12/1985,40,5.62920600,675.78710500,91.05633900,67.57871000,23.93856500,41.01597300,21.70697400,4.39482700,0.00000000,1.64402200,0.23775800,1.01170700,0.58499200,0.03835900,0.00000000,0.00000000,0.00000000,0.00000000,8.34974700,0.60855900,0.00673000,97.06786200,1.66246300,1.00000000,0.00000000,2911.76625400,32.20218200,217.22680700,11.82062500,1.00000000,1.00000000,0.26234500,0.26482400,4.53517200,0.09057000,0.16370800,0.20211700,0.37727200,0.01001900,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.84368600,596.08448800,0.20233200,0.07994000,0.12239200,0.62308900,0.19995100,0.24836300,0.28378700,0.28486400,0.22914400,0.19146300,0.19795800,0.21106500,0.21731200,0.20640600,28.42778600,28.54218900,29.19907400,39.51282900,23.93346600,18.27150700,9.79913600,9.65229700,12.48004500,12.75259600,0.32472400,0.20233200,7.91972100,42.57189000,0.97366700,1.00000000
08/12/1985,41,5.65799100,746.69643200,100.41597100,74.66964000,26.23069600,44.11785300,24.99844000,5.06898200,0.00000000,1.80809600,0.26185800,1.08075800,0.67308800,0.04481700,0.00000000,0.00000000,0.00000000,0.00000000,8.67809700,0.64913100,0.00707500,94.10475200,1.66493100,1.00000000,0.00000000,3105.88813400,33.85175000,259.65280200,11.68657000,1.00000000,1.00000000,0.27715800,0.27971100,4.31822200,0.05926400,0.13929900,0.16188900,0.30473200,0.01836500,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.68355000,623.19438400,0.18864900,0.06414400,0.12450500,0.60241600,0.18620600,0.24860700,0.27622000,0.27879500,0.23143300,0.19177000,0.19799800,0.21102400,0.21725600,0.20645700,29.70150800,28.13590200,27.99515000,38.28854000,24.19541400,18.30257400,9.79950000,9.65004800,12.47915700,12.75755000,0.31315400,0.18864900,7.09093300,44.79586000,0.97388000,1.00000000
09/12/1985,42,5.68686900,831.81815200,111.66065800,83.18182000,28.98725100,47.68449100,29.08328000,5.90563600,0.00000000,1.98855700,0.28989900,1.14619300,0.77967600,0.05278000,0.00000000,0.00000000,0.00000000,0.00000000,9.00272400,0.68605800,0.00742100,92.39559900,1.67069300,1.00000000,0.00000000,3282.57616100,35.50668800,299.02441400,11.72461100,1.00000000,1.00000000,0.29038300,0.29301100,4.24121600,0.07313400,0.18290600,0.19988500,0.38220700,0.04339500,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.88152800,651.41745100,0.20902600,0.08171000,0.12731600,0.62146900,0.18325200,0.24817100,0.26821300,0.27301900,0.23305200,0.19209800,0.19803800,0.21098500,0.21720000,0.20650800,30.83440000,27.64360400,26.78654300,37.11854600,24.34285400,18.33577000,9.79991100,9.64785000,12.47822600,12.76238900,0.33634100,0.20902600,8.51217200,40.95386900,0.97437200,1.00000000
10/12/1985,43,5.71556800,922.58547700,123.65021700,92.25855000,31.92459800,51.32720000,33.57316800,6.82525200,0.00000000,2.17076600,0.31962700,1.20521500,0.89369500,0.06147500,0.00000000,0.00000000,0.00000000,0.00000000,9.32840800,0.71947800,0.00776500,90.72390000,1.67512400,1.00000000,0.00000000,3442.47962000,37.15127000,347.88613900,11.65124300,1.00000000,1.00000000,0.30214200,0.30484600,4.20875100,0.07263200,0.18470800,0.18788600,0.36809400,0.07007800,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.88339800,680.34162400,0.21251700,0.08063200,0.13188500,0.61706100,0.18252800,0.24815300,0.26001400,0.26776600,0.23407200,0.19243900,0.19807900,0.21094500,0.21714500,0.20655900,31.83787700,27.17928900,25.58753800,36.03100200,24.38234100,18.37033800,9.80039200,9.64570700,12.47724000,12.76711400,0.34440100,0.21251700,9.07673300,43.24404900,0.97474400,1.00000000
11/12/1985,44,5.74561600,1028.18520800,137.60469500,102.81852000,35.34554000,55.00407400,39.26419600,7.99088400,0.00000000,2.37384900,0.35392800,1.25783400,1.03287100,0.07226700,0.00000000,0.00000000,0.00000000,0.00000000,9.65205400,0.74874500,0.00812400,89.17328300,1.67992400,1.00000000,0.00000000,3582.51127100,38.87320400,401.59292600,12.19925000,1.00000000,1.00000000,0.31227900,0.31506700,4.22551000,0.08929800,0.21768900,0.21691000,0.42848600,0.12520100,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,1.07758400,709.53901700,0.23802300,0.09651700,0.14150700,0.62715300,0.18287800,0.24452600,0.25415100,0.26287100,0.23446900,0.19278800,0.19812000,0.21090600,0.21709000,0.20660900,32.69574000,26.35118900,24.65331500,34.98700000,24.30792400,18.40559200,9.80093800,9.64361700,12.47622700,12.77174900,0.37953000,0.23802300,10.55997300,41.40863600,0.97514000,1.00000000
12/12/1985,45,5.77445600,1119.92980900,149.71004500,111.99298000,38.30242100,58.32838500,44.09824700,8.98099100,0.00000000,2.55384900,0.38530900,1.30405800,1.15627500,0.08216200,0.00000000,0.00000000,0.00000000,0.00000000,9.99092200,0.77520200,0.00847000,87.50733200,1.68221800,1.00000000,0.00000000,3709.09973500,40.52596900,469.66745000,11.70921500,1.00000000,1.00000000,0.32131700,0.32418500,4.22871600,0.07116800,0.16485900,0.16436400,0.32532200,0.12819900,0.00001500,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.85392900,710.32032200,0.21208900,0.07502400,0.13706600,0.60743600,0.18334200,0.24040100,0.25009900,0.25906200,0.23457800,0.19313600,0.19816200,0.21086700,0.21703500,0.20665800,33.41020600,25.53070100,23.94385000,34.11898000,24.17822100,18.43925700,9.80155800,9.64158000,12.47518300,12.77629900,0.34915500,0.21208900,9.17446000,45.43259700,0.97532800,1.00000000
13/12/1985,46,5.80105700,1183.86120900,158.11208400,118.38612000,40.33555200,60.57388300,47.52067800,9.68197100,0.00000000,2.69035800,0.40923000,1.34107600,1.24761100,0.08987600,0.00000000,0.00000000,0.00000000,0.00000000,10.31617800,0.79641900,0.00878900,89.23693700,1.68388300,1.00000000,0.00000000,3810.61560000,42.05034900,527.49102800,10.79965600,1.00000000,1.00000000,0.32847900,0.33142300,4.36337200,0.06306700,0.08382500,0.08337500,0.16500400,0.06736800,0.00001000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.46265000,711.33956700,0.16120000,0.04127900,0.11992100,0.57341800,0.21372000,0.23798400,0.24745800,0.25643700,0.23480400,0.19348300,0.19820500,0.21082900,0.21698100,0.20670800,33.81213000,24.99425100,23.44753100,33.49539200,24.08621400,18.47261200,9.80226600,9.63959600,12.47410700,12.78076900,0.28112200,0.16120000,6.39314000,60.29537000,0.97546300,1.00000000
14/12/1985,47,5.82782800,1281.88367900,171.04369900,128.18837000,43.48962300,62.59165300,53.96129100,11.00113200,0.00000000,2.87153000,0.44008200,1.37134600,1.38645700,0.10148700,0.00000000,0.00000000,0.00000000,0.00000000,10.61616800,0.81243800,0.00910900,86.37649200,1.68793900,1.00000000,0.00000000,3887.26222500,43.58449300,568.42919900,10.86883400,1.00000000,1.00000000,0.33383600,0.33686300,4.13036900,0.08780100,0.15198400,0.15200500,0.30120600,0.12667900,0.00002400,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.81969900,712.59653000,0.21284300,0.07208600,0.14075700,0.60193200,0.19442400,0.23420900,0.24422200,0.25335300,0.23460900,0.19382800,0.19824900,0.21079000,0.21692700,0.20675700,34.17055900,24.25896600,22.85729800,32.74663900,23.90829500,18.50522200,9.80306100,9.63766300,12.47299900,12.78516400,0.35359900,0.21284300,9.80224700,49.39238800,0.97578900,1.00000000
15/12/1985,48,5.85374600,1355.58207900,180.73445000,135.55821000,45.83469100,64.24701900,58.68425400,11.96848600,0.00000000,3.03020400,0.46772700,1.39587700,1.50947700,0.11217800,0.00000000,0.00000000,0.00000000,0.00000000,10.91808000,0.82556400,0.00942000,84.83884200,1.69081700,1.00000000,0.00000000,3950.06495100,45.06973700,645.47003200,10.52238700,1.00000000,1.00000000,0.33819300,0.34130300,4.00543500,0.08117900,0.14384000,0.14448700,0.28678400,0.12405500,0.00003100,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.78037700,714.08708800,0.18719900,0.06800800,0.11919000,0.61098400,0.19127100,0.23084800,0.24125600,0.25056500,0.23430700,0.19416800,0.19829400,0.21075300,0.21687400,0.20680600,34.46989400,23.63370700,22.34258500,32.09570700,23.73765400,18.53702200,9.80394200,9.63577900,12.47186900,12.78949500,0.30638900,0.18719900,7.36984000,37.82713900,0.97601800,1.00000000
16/12/1985,49,5.88107500,1479.32348300,197.07469100,147.93235000,49.82648800,65.73842900,67.69559200,13.81418200,0.00000000,3.26972700,0.50795700,1.41817900,1.70916800,0.12925200,0.00000000,0.00000000,0.00000000,0.00000000,11.21036900,0.83737300,0.00974700,83.56884800,1.69360500,1.00000000,0.00000000,4006.56988600,46.63586600,701.96478300,11.09543700,1.00000000,1.00000000,0.34209000,0.34528800,3.90260200,0.17095500,0.30127400,0.30367000,0.60380900,0.26783800,0.00009200,-0.00000000,-0.00000000,-0.00000000,-0.00000000,1.64763700,715.80615600,0.28068800,0.14267500,0.13801200,0.67037900,0.18890600,0.22618700,0.23687300,0.24636700,0.23318900,0.19450000,0.19833900,0.21071500,0.21682100,0.20685400,34.47550200,22.84455500,21.67437900,31.22259100,23.45210500,18.56710600,9.80492500,9.63394100,12.47075200,12.79378700,0.41870000,0.28068800,12.37414000,29.30945800,0.97623700,1.00000000
17/12/1985,50,5.90791000,1607.19035600,213.94837700,160.71904000,53.94644100,67.30520200,76.98076800,15.71596500,0.00000000,3.52714900,0.55139500,1.43996400,1.92546000,0.14801600,0.00000000,0.00000000,0.00000000,0.00000000,11.51857500,0.84975500,0.01016300,81.46535900,1.69456500,1.00000000,0.00000000,4065.81272800,48.62664700,809.75592000,10.89501100,1.00000000,1.00000000,0.34615000,0.34946400,3.73709300,0.19452500,0.34457200,0.34841500,0.69401200,0.31613800,0.00015000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,1.89781100,717.74116400,0.30187700,0.16282200,0.13905600,0.68463300,0.18593600,0.22136900,0.23227600,0.24194400,0.23172100,0.19481500,0.19838500,0.21067800,0.21676800,0.20690200,34.34012200,22.05555900,20.99913600,30.32633400,23.12143700,18.59442900,9.80600500,9.63214600,12.46967000,12.79805900,0.44093300,0.30187700,12.78668700,25.17902900,0.97631300,1.00000000
18/12/1985,51,5.93883700,1740.47810200,231.51020300,174.04781000,58.23704400,68.81848200,86.73986100,17.71481500,0.00000000,3.78303300,0.59586900,1.46008100,2.14078000,0.16745900,0.00000000,0.00000000,0.00000000,0.00000000,11.82121400,0.86160100,0.01088300,79.13931100,1.69461300,1.00000000,0.00000000,4122.49272000,52.07416400,920.82263200,12.55612500,1.00000000,1.00000000,0.35001100,0.35353900,3.55551700,0.18831000,0.33888700,0.34367500,0.68581800,0.32035600,0.00021300,-0.00000000,-0.00000000,-0.00000000,-0.00000000,1.87726000,719.87707200,0.30146100,0.15935600,0.14210500,0.67963100,0.18269900,0.21684200,0.22792800,0.23775400,0.23014300,0.19510700,0.19843100,0.21064100,0.21671600,0.20695000,34.13929700,21.30815300,20.35482600,29.46039400,22.76777100,18.61837200,9.80714000,9.63039500,12.46868300,12.80235300,0.44356500,0.30146100,13.32877500,25.24460600,0.97631600,1.00000000
19/12/1985,52,5.96656200,1870.87917900,248.68499800,187.08792000,62.42380600,70.57673600,96.06057800,19.62387800,0.00000000,4.03428400,0.64072900,1.48333700,2.34852000,0.18681300,0.00000000,0.00000000,0.00000000,0.00000000,12.16999600,0.87543800,0.01152900,76.85693700,1.69439500,1.00000000,0.00000000,4188.69699400,55.16477000,1037.55822800,11.25622900,1.00000000,1.00000000,0.35449300,0.35820300,3.37802100,0.18769000,0.34649000,0.35234700,0.70444400,0.33663400,0.00031200,-0.00000000,-0.00000000,-0.00000000,-0.00000000,1.92791700,722.19859600,0.29730200,0.16168900,0.13561300,0.68674400,0.17923100,0.21242300,0.22364800,0.23362100,0.22842100,0.19537700,0.19847800,0.21060400,0.21666400,0.20699800,33.89514900,20.60187700,19.73911700,28.62510900,22.40234400,18.63906900,9.80834100,9.62867800,12.46776800,12.80665200,0.43291600,0.29730200,13.04010800,22.84837000,0.97629900,1.00000000
20/12/1985,53,5.99763400,2004.60875100,266.28735300,200.46088000,66.71203400,72.14081700,105.81311600,21.62138600,0.00000000,4.29426100,0.68895800,1.50486000,2.56480800,0.20797000,0.00000000,0.00000000,0.00000000,0.00000000,12.48266900,0.88769700,0.01225300,74.54365500,1.69524100,1.00000000,0.00000000,4247.35431300,58.62845100,1149.05004900,12.61499300,1.00000000,1.00000000,0.35843700,0.36235600,3.19875700,0.22121400,0.42296600,0.43123300,0.86383500,0.42167800,0.00054000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,2.36146700,724.68968500,0.30948800,0.19552300,0.11396500,0.73086700,0.17524400,0.20738700,0.21870400,0.22881300,0.22622700,0.19562300,0.19852500,0.21056800,0.21661300,0.20704500,33.58776500,19.89985300,19.11274700,27.76836600,22.01686100,18.65698800,9.80957900,9.62698600,12.46695900,12.81098100,0.42345400,0.30948800,13.37295700,18.11451800,0.97636500,1.00000000
